1706546768.0081751
o278138,6716,2252
o278139,6212,2252
o278142,5708,2252
o278143,5204,2252
o278146,7220,2252
o278147,7724,2252
o278150,4700,2252
o278151,4196,2252
o278154,3692,2252
o278133,8660,8516
o278161,2612,2252
o278162,2612,1388
o278134,9164,8660
o278140,8228,2324
o278141,8516,2324
o278144,3404,3116
o278145,3116,3116
o278148,8804,2324
o278149,9092,2324
o278152,9380,2324
o278153,9668,2324
o278155,2828,3116
o278132,9596,9020
o278135,2612,3116
o278137,8444,9092
o278156,9668,4340
o278157,2468,3044
o278158,2324,3116
o278159,9956,2756
o278160,5636,4484
o278136,8588,4484
o278163,9596,2252
o277604,2540,2612
o277605,2540,1100
o277606,2252,2972
o277607,3116,956
o277608,2396,2684
o277609,9884,1820
o277610,9452,2180
o277611,8228,4412
o277612,2756,4484
o277613,6932,7220
o277614,3836,8804
o277615,10748,452
o277616,6932,7148
o277617,7436,524
o277618,11612,9668
o277619,10100,8948
o277620,10028,9380
o277621,1892,5276
o277622,1892,8372
o277623,9380,1892
o277624,5492,1820
o277625,1964,4412
o277626,1964,4340
o277627,8012,4484
o277628,2324,2684
o277629,2468,2612
o277630,2396,4412
o277631,8228,4340
o277632,8804,4340
o277633,3692,1820
o277634,3764,1820
o277635,3836,2180
o277636,3836,2108
o277637,2540,2180
o277638,2396,2252
o277639,9452,2108
o277640,2324,4196
o277641,8876,4412
o277642,8876,4340
o277643,8876,4484
o277644,8876,4556
o277645,2324,4268
o277646,5780,4556
o277647,2252,3908
o277648,2252,3476
o277649,2180,3908
o277650,2180,3476
o277651,1820,4556
o277652,4052,4484
o277653,2252,4556
o277654,4484,4484
o277655,8228,4556
o277656,8156,4556
o277657,5924,4484
o277658,7292,4556
o277659,4268,2180
o277660,7292,4484
o277661,8948,2180
o277662,7292,4628
o277663,5780,4628
o277664,6860,4628
o277665,9884,4628
o277666,6788,4484
o277667,4340,4628
o277668,6716,4484
o277669,2252,2540
o277670,9308,1748
o277671,6140,1820
o277672,2324,2252
o277673,5708,1820
o277674,2468,2180
o277675,6212,1820
o277676,9236,1748
o277677,9164,1748
o277678,9092,1748
o277679,7940,1748
o277680,2252,2108
o277681,6068,1820
o277682,2180,2108
o277683,9020,1748
o277684,2108,2108
o277685,5636,1820
o277686,2036,2108
o277687,6284,1820
o277688,6356,1820
o277689,8876,1892
o277690,8804,1892
o277691,2108,3908
o277692,8732,1892
o277693,2180,2540
o277694,2108,2540
o277695,2036,3908
o277696,1964,2252
o277697,8300,1892
o277698,5564,1820
o277699,1964,3908
o277700,5780,1820
o277701,1892,3908
o277702,8372,1892
o277703,8660,1892
o277704,2036,2684
o277705,1820,3908
o277706,8588,1892
o277707,1964,2684
o277708,8516,1892
o277709,8228,1892
o277710,1892,2540
o277711,8444,1892
o277712,8948,1748
o277713,8156,1820
o277714,1820,2252
o277715,1820,2684
o277716,8084,1820
o277717,8876,1460
o277718,1748,3908
o277719,1676,3908
o277720,1748,2252
o277721,1748,2684
o277722,1676,3476
o277723,1604,3908
o277724,2108,3476
o277725,2324,4628
o277726,1748,3476
o277727,1532,3908
o277728,9812,1676
o277729,2036,3476
o277730,9740,1676
o277731,1964,3476
o277732,1892,3476
o277733,8948,2252
o277734,8948,1676
o277735,9956,2036
o277736,4700,2180
o277737,4700,2108
o277738,8948,1604
o277739,8948,1532
o277740,2324,4556
o277741,2324,4484
o277742,4700,2036
o277743,1532,3476
o277744,1820,3476
o277745,9956,1604
o277746,1604,3476
o277747,8660,1460
o277748,6860,4556
o277749,6860,4484
o277750,6860,4700
o277751,9956,4268
o277752,10028,4268
o277753,6860,4772
o277754,10100,4268
o277755,1316,4772
o277756,1532,1172
o277757,1460,3476
o277758,10172,4268
