1706546693.7100785
o210915,6716,2252
o210916,5492,2252
o210917,7940,2252
o210918,4268,2252
o210927,3548,2252
o211423,9884,4628
o211424,9308,4628
o211425,10460,4628
o211426,8732,5132
o211427,11036,4628
o211428,11036,2468
o211429,10460,2468
o211430,9884,2468
o210904,5636,5132
o210905,5132,6140
o210906,2252,2900
o210907,2756,3908
o210908,8732,8732
o210909,8228,9740
o210913,1748,3908
o210914,2252,5060
o210930,5420,8300
o211444,3620,1388
o211445,3764,524
o211412,4844,1244
o211413,2756,2252
o211442,2900,1172
o211443,2180,1172
o210920,9236,8732
o210922,3764,6068
o211431,9596,2468
o211432,9308,2468
o210928,1676,2252
o210911,1460,452
o210912,1244,452
o210924,1028,452
o210925,812,452
o211435,4052,6068
o211436,4268,6068
o211437,4484,6068
o211438,4700,5996
o211439,4916,5996
o211440,3548,6068
o211414,668,596
o211416,524,596
o211418,1532,2612
o211420,1388,2612
o210910,1676,1028
o210926,6140,5708
o211415,1244,2612
o211417,1100,2612
o211419,956,2612
o211421,812,2612
o210921,9524,8804
o210923,3404,6140
o211433,3404,3980
o211441,3260,5996
o210919,3116,6572
o210931,5996,8588
o211422,8588,5204
o211434,2972,6644
o210929,2252,2252
o211446,6932,8660
o210932,3692,956
o210933,3620,956
o210934,4844,452
o210935,3692,452
o210936,8516,1820
o210937,1964,956
o210938,7436,6788
o210939,7436,8012
o210940,2828,8012
o210941,1316,4844
o210942,1676,2108
o210943,5636,7652
o210944,7940,6356
o210945,5708,7580
o210946,8516,1748
o210947,2108,8012
o210948,1100,8012
o210949,4052,5132
o210950,8516,1676
o210951,2324,2468
o210952,8228,8012
o210953,2828,7940
o210954,6140,5132
o210955,7292,7292
o210956,2108,1532
o210957,7364,7652
o210958,8444,1820
o210959,2756,6500
o210960,5564,5708
o210961,7148,7004
o210962,8156,7940
o210963,7148,1316
o210964,5708,8012
o210965,8156,6068
o210966,1316,6788
o210967,8156,5996
o210968,6140,2180
o210969,1028,5996
o210970,5132,6068
o210971,596,8012
o210972,6932,8012
o210973,2828,7868
o210974,6428,6428
o210975,8156,1316
o210976,7724,1316
o210977,2396,7940
o210978,5708,2180
o210979,7364,2180
o210980,8156,5132
o210981,4700,5132
o210982,2828,7796
o210983,8156,7436
o210984,6932,2180
o210985,8156,7868
o210986,8012,2180
o210987,8156,7796
o210988,7436,7940
o210989,8156,7724
o210990,8156,7652
o210991,1676,2180
o210992,1244,5564
o210993,8444,7364
o210994,8300,7580
o210995,1820,3836
o210996,3116,3260
o210997,7220,2108
o210998,6572,5132
o210999,8516,7292
o211000,8516,7508
o211001,6500,8012
o211002,6788,7580
o211003,2468,7652
o211004,8300,7076
o211005,6284,2108
o211006,5708,7940
o211007,5204,5132
o211008,6716,7940
o211009,1676,8012
o211010,7508,7868
o211011,8156,5204
o211012,8516,1604
o211013,2396,7868
o211014,7724,7796
o211015,1604,7940
o211016,5708,7868
o211017,5708,7796
o211018,8300,7220
o211019,812,7580
o211020,8516,1532
o211021,2828,7724
o211022,2756,3836
o211023,1820,3260
o211024,6932,7868
o211025,8516,5276
o211026,5492,5636
o211027,2684,9668
o211028,5420,5636
o211029,2756,9668
o211030,2828,9668
o211031,2612,9668
o211032,5348,5636
o211033,4700,1820
o211034,5348,8300
o211035,3548,5636
o211036,4340,8228
o211037,5348,5204
o211038,5276,5636
o211039,5204,5636
